id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNDLVpyTmd3RRAB,Ambience is quite good. Price Quality ratio is a bit under the chart due to the 'boss' of the place that keeps chasing us away because we didnt spend enough. 'We got reservation at 330pm here so are you done?' says the guy at 2pm.  He later charged wrongly (charged 3x) for the bill and only voided one so now suddenly have to settle w the boss for the extra charge again (the boss forgot to charge the other customer and put the charges on us).  He also forbidded us to use the costumes and hats there due to Covid19 ruling which is understandable. Only to see him allowing other kids to wear the robes and hats there 5 min later due to them having a bday party. Double standard at its finest.,a month ago,2020-10-16 03:14:54.696297,2.0,kax leon,13,0,https://www.google.com/maps/contrib/104830267454847322015?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNDbVpLSHBnRRAB,"Love the Harry Potter Themed Cafe, the food is great and with awesome decoration and prop to cosplay harry potter. Haha!!.",a month ago,2020-10-16 03:14:54.696825,5.0,Michelle Lim,0,0,https://www.google.com/maps/contrib/110706099145631006148?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNDOXNxanVRRRAB,Nice place and foods were goods.,a month ago,2020-10-16 03:14:54.697360,4.0,Patrick Lim,0,0,https://www.google.com/maps/contrib/113034414487928191530?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNDNnUtVlJ3EAE,"Very generous portions! Vegetarian options available. Must try: Flaming Brew and juices (mainly because of the ""magical"" experience)",a month ago,2020-10-16 03:15:00.968964,4.0,Jeanette Alexis,0,0,https://www.google.com/maps/contrib/106788661631717213176?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNDdk0tVE93EAE,,a month ago,2020-10-16 03:15:00.969622,5.0,louis lai,0,0,https://www.google.com/maps/contrib/102975793431002677149?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQ4eC1PTDR3RRAB,Visit to see the deco and environment. Food is mediocre.,2 months ago,2020-10-16 03:15:00.970282,3.0,FongCheng Tam,0,0,https://www.google.com/maps/contrib/112262433611774896071?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQ4eF8yMTVnRRAB,Been here a couple of times. Love the food. Try the afternoon hightea set and perhaps linger around to taste the selection of drinks and desserts.,2 months ago,2020-10-16 03:15:00.970894,5.0,James Loo,0,0,https://www.google.com/maps/contrib/101811590948255374199?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQ4eDh5M3hnRRAB,Nice food with Harry Potter theme. Cosy restaurant. Recommend the fish and chips and the brunches.,2 months ago,2020-10-16 03:15:00.971479,5.0,Raymond T,0,0,https://www.google.com/maps/contrib/102957307698078217087?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQ4LTlDSkV3EAE,"The atmosphere, staff and dress ups were nice, but the taste could have been better. In the café, you can dress up as a wizard, light fire to your drink and dine with your friends.",2 months ago,2020-10-16 03:15:00.972076,4.0,Katina Zeng,0,0,https://www.google.com/maps/contrib/100977750026305107894?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQ4emMzeC1RRRAB,Hope they can do better in term of the theme and taste.,2 months ago,2020-10-16 03:15:00.972647,1.0,Chong KV,0,0,https://www.google.com/maps/contrib/114047288472149349381?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQ4dGYzUDNRRRAB,Nice place to chitchat. Food was great. Staff are nice. Service was great,2 months ago,2020-10-16 03:15:00.973213,5.0,X.V xuvi,0,0,https://www.google.com/maps/contrib/103542640678590985524?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQ4bWVlT1JBEAE,,2 months ago,2020-10-16 03:15:00.973801,4.0,KAYUSHMAN,0,0,https://www.google.com/maps/contrib/103229718525181446701?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQ4OFlYaExnEAE,Beautifully decorated in line with the theme!  The mushroom soup was delicious. It does not hurt that it came with a long breadstick that resembled a wand!,2 months ago,2020-10-16 03:15:00.974339,5.0,Stacey Soh,0,0,https://www.google.com/maps/contrib/106253644998433861049?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM4MDlfM3B3RRAB,Nice little cozy place for afternoon tea. I am there for an early dinner. The portion was generous. The beetroot soup was delighting and delicious. Pasta and the lamb was acceptable and I can feel they have put in the effort to prepare them. Some little magical cocktails worth a try but mostly I feel abit too sweet for me. Overall being a Harry porter fan this is the one and only the best you can find in Singapore,3 months ago,2020-10-16 03:15:07.321837,4.0,Ann Tan,0,0,https://www.google.com/maps/contrib/106937314843008324475?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM4clpYMExREAE,The pork ribs were amazing! And ambience was lovely. Dessert was photo worthy but not in terms of taste.,3 months ago,2020-10-16 03:15:07.322336,4.0,Yukiko Aizawa,0,0,https://www.google.com/maps/contrib/109301112725090928652?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM4eWF2RXBnRRAB,Nice place to visit! Cafe feels v cozy and the food is decent!,3 months ago,2020-10-16 03:15:07.322828,5.0,Tan Kimberly,0,0,https://www.google.com/maps/contrib/102734884586189161531?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM4cW96eXBBRRAB,,3 months ago,2020-10-16 03:15:07.323358,5.0,Elamparuthi Jayapal,0,0,https://www.google.com/maps/contrib/109369342352753026407?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM4dkxYM0VREAE,,3 months ago,2020-10-16 03:15:07.323931,4.0,Hui Ming Ang,9,0,https://www.google.com/maps/contrib/117328896140343516956?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURjNzhMVUJREAE,,3 months ago,2020-10-16 03:15:07.324482,4.0,Lim Lu Xin,0,0,https://www.google.com/maps/contrib/110859910574131396079?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURjdXY3dWhRRRAB,(Translated by Google) Awn thif ngon lawms nhungw gias car howi caoooooo  (Original) Awn thif ngon lawms nhungw gias car howi caoooooo,4 months ago,2020-10-16 03:15:07.324990,4.0,Janssen Cheah,4,0,https://www.google.com/maps/contrib/116101204508839749808?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjdzhfVzhnRRAB,"Amazing ambience and great food! we especially loved the crab agile olio, salmon and pork ribs! service was really good as well and we got to dress up with the props and robes/hats provided there :) they have special desserts as well, really good experience overall :)",6 months ago,2020-10-16 03:15:07.325500,5.0,Jocasta Tan,3,0,https://www.google.com/maps/contrib/107149889367750906433?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNjdmZ1NFFBEAE,,6 months ago,2020-10-16 03:15:07.326049,5.0,Ezekiel Tan,0,0,https://www.google.com/maps/contrib/117171374468125102042?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNjN2FmcElREAE,,6 months ago,2020-10-16 03:15:07.326555,5.0,Gavan stranks,5,0,https://www.google.com/maps/contrib/100033373287043464246?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNjOWZPTVpnEAE,Friendly staff and food is of good quality and quantity. Have Harry Potter related items and props which you can borrow for photoshoot.,6 months ago,2020-10-16 03:15:13.672767,5.0,Elise Chan,0,0,https://www.google.com/maps/contrib/113220844995322302370?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjMmN2TzhnRRAB,,6 months ago,2020-10-16 03:15:13.673324,5.0,Emily,0,0,https://www.google.com/maps/contrib/114100561470807942822?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjeVpyYnhBRRAB,,7 months ago,2020-10-16 03:15:13.673907,3.0,Kristine Lim,2,0,https://www.google.com/maps/contrib/101331373763944021839?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNjaVozSkpREAE,Food and ambience are good,7 months ago,2020-10-16 03:15:13.674462,4.0,Nancy Woo,5,0,https://www.google.com/maps/contrib/117276216586262909695?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjOGJmd2pBRRAB,Cafe with Harry Potter theme. Good food and coffee at moderate price.,7 months ago,2020-10-16 03:15:13.675000,4.0,Cher Wen Koh,0,0,https://www.google.com/maps/contrib/112843665137591483958?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjMGNpTXp3RRAB,,7 months ago,2020-10-16 03:15:13.675532,2.0,Benny Lim,1,0,https://www.google.com/maps/contrib/117746850398033440635?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNja2V1RklREAE,,7 months ago,2020-10-16 03:15:13.676106,5.0,Nicole Lim,0,0,https://www.google.com/maps/contrib/104619791339693460314?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNjdHRYdHV3RRAB,+ Decent service.  Range of food and drinks.  Harry Potter themed cafe.  Quiet on weekdays.,7 months ago,2020-10-16 03:15:13.676746,5.0,Chester Chen,0,0,https://www.google.com/maps/contrib/111429545096704427379?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzNmVyLTFBRRAB,Everything was perfect! Food and desserts are delicious 😋,7 months ago,2020-10-16 03:15:13.677257,5.0,joyce tan,11,0,https://www.google.com/maps/contrib/100283483645399443358?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzcWJ1dndnRRAB,I love it,7 months ago,2020-10-16 03:15:13.677796,5.0,Sparkle With Food,2,0,https://www.google.com/maps/contrib/106696592772623912790?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzeWNhaWZ3EAE,Harry Potter Themed Cafe. Nice ambience though the decorations need to be refreshed. Looks dated.,7 months ago,2020-10-16 03:15:20.113012,4.0,Derek Lim,0,0,https://www.google.com/maps/contrib/115351841001524522897?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzeVpySnlBRRAB,The food was good with great value with a nice ambience even if you aren't into the Harry Potter franchise!,7 months ago,2020-10-16 03:15:20.113702,5.0,Jin,0,0,https://www.google.com/maps/contrib/109628683903635553656?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzdHJxYVRBEAE,Great little spot for a bit of Harry Potter,7 months ago,2020-10-16 03:15:20.114479,4.0,Nikki Leader,0,0,https://www.google.com/maps/contrib/109812946278863852191?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzLXBpWllBEAE,,7 months ago,2020-10-16 03:15:20.115133,4.0,x y,0,0,https://www.google.com/maps/contrib/109262304719744133821?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzaXVIbUlREAE,The food was excellent and the service was good. My kids could also dress up as Harry Potter and the “potions” were exciting!,7 months ago,2020-10-16 03:15:20.115757,5.0,Eugene The,3,0,https://www.google.com/maps/contrib/102395073588895080033?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzZ3RtZTBBRRAB,,7 months ago,2020-10-16 03:15:20.116380,5.0,Irfan Ahmed,0,0,https://www.google.com/maps/contrib/100890942009933577086?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzakotOEdBEAE,,7 months ago,2020-10-16 03:15:20.117009,5.0,alexander tan,0,0,https://www.google.com/maps/contrib/110227574067583873831?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzak03U3pnRRAB,"Cute place! However the food was soso only. Had the pork ribs and I thought their  price was alright. Interesting drinks, and saw some customers ordering really cute desserts however I am only reviewing the main dish. I think it was soso and my friend had their pasta, she thought it was soso too. Loved the tea though! I can't rmb what it was called. Their drinks were presented in really cute beakers. However don't think I will return...",7 months ago,2020-10-16 03:15:20.117553,3.0,Xin Yi Chua,0,0,https://www.google.com/maps/contrib/106806466705724448761?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzaE9YMkF3EAE,,7 months ago,2020-10-16 03:15:20.118200,4.0,Dennis Bobe,0,0,https://www.google.com/maps/contrib/118070449004500359638?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURzaEtxcm5RRRAB,,7 months ago,2020-10-16 03:15:20.118838,4.0,Xin Ying,0,0,https://www.google.com/maps/contrib/101866513891812360852?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURzdUxLQ2RBEAE,"A nicely done up cafe! The owner has put in meticulous thought in theming up the cafe. The acoustic of the place is awesome, music selection was comfortable, creating a relaxing ambiance! Food portion was huge. Price was reasonable and affordable. Staff was very attentive and patient, excellent service attitude! The owner definitely has F&B experience! :)",7 months ago,2020-10-16 03:15:26.555614,5.0,Jackson Chin,12,0,https://www.google.com/maps/contrib/109083191930113911508?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzM19ySGhRRRAB,"Service and food, 5 🌟",7 months ago,2020-10-16 03:15:26.556202,5.0,Eugene Kho,1,0,https://www.google.com/maps/contrib/103000281930453281739?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzOTlMRVd3EAE,,7 months ago,2020-10-16 03:15:26.556713,5.0,Narrendar RaviChandran,0,0,https://www.google.com/maps/contrib/101502267422326105612?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzeDlTQnhBRRAB,,7 months ago,2020-10-16 03:15:26.557262,5.0,gelai villar,0,0,https://www.google.com/maps/contrib/113621943576974842826?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzaDdyOW5BRRAB,,7 months ago,2020-10-16 03:15:26.557771,2.0,Dave Kho,0,0,https://www.google.com/maps/contrib/102367281403816767782?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzbThUeHhBRRAB,Cute decor. Pasta dishes were average.,8 months ago,2020-10-16 03:15:26.558286,3.0,Lauren Ooi,0,0,https://www.google.com/maps/contrib/109450500687220995214?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzdy1ERXBBRRAB,,8 months ago,2020-10-16 03:15:26.558863,1.0,Manik anden,0,0,https://www.google.com/maps/contrib/110525626430197432230?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzemNDNDd3RRAB,"Unless you wish to go for kidney dialysis, dont try the food there. Its extremely salty. We ordered the crab aglio olio and the beetroot soup. Both items were very salty.  Ambiance & service wise were good.",8 months ago,2020-10-16 03:15:26.559370,1.0,Jolene Koh,3,0,https://www.google.com/maps/contrib/109733605013568692127?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNza1otU3BRRRAB,Staff is very attentive. Food is great. Hope for more improvements on Harry Potter stuffs on my next visit. Washroom could be improved with more decors.,8 months ago,2020-10-16 03:15:26.559877,5.0,Hon Keat,0,0,https://www.google.com/maps/contrib/107295373463396291765?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzcnBhOTlBRRAB,Nice ambience and food.,8 months ago,2020-10-16 03:15:26.560388,4.0,Gunasingam Ratnasamy,1,0,https://www.google.com/maps/contrib/116926446969923207395?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzNHJxdURREAE,,8 months ago,2020-10-16 03:15:32.995392,5.0,Anand Petrus,8,0,https://www.google.com/maps/contrib/103954019005974974242?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzNHRUaUp3EAE,"Overated, the chocolate cake has too much baking soda, the snitch mousses cake is just okay. The environment is super if you are a Harry Potter's fan",8 months ago,2020-10-16 03:15:32.995949,2.0,Sunan Siriwutwiwat,0,0,https://www.google.com/maps/contrib/112975461328586578568?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzcEpUMU1REAE,Quiet and serene environment during weekdays. With wifi also.,8 months ago,2020-10-16 03:15:32.996466,5.0,이경,1,0,https://www.google.com/maps/contrib/109653008200926909912?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzaUl1aURnEAE,Very impressive service and excellent menu. Very nicely executed theme as well. Thoroughly recommend!,8 months ago,2020-10-16 03:15:32.997030,5.0,Ian Mc,0,0,https://www.google.com/maps/contrib/104262601865195289723?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNzMEo2ZTh3RRAB,,8 months ago,2020-10-16 03:15:32.997555,5.0,Aderline Tey,0,0,https://www.google.com/maps/contrib/105359794181666255886?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNzd1BhQkFnEAE,,8 months ago,2020-10-16 03:15:32.998228,5.0,David Kenyon,0,0,https://www.google.com/maps/contrib/105320524160512116162?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNcjdQRHhnRRAB,"Food do not taste very good especially the corn soup(soup of the day) is quite salty. Other than that, the service is good and the cafe offers a great HP ambience. Robes and wands are available for us to take wonderful pictures. Dessert designs are mind blowing. Definitely a not to be missed place for Potterheads:D",8 months ago,2020-10-16 03:15:32.998995,4.0,Chloe Tan,2,0,https://www.google.com/maps/contrib/108251558368953808901?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNejhYVFZBEAE,,8 months ago,2020-10-16 03:15:32.999642,3.0,Anisia Magdaong,0,0,https://www.google.com/maps/contrib/106843585605656152604?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNbDRXN193RRAB,,9 months ago,2020-10-16 03:15:33.000398,3.0,Pushpa Raj,0,0,https://www.google.com/maps/contrib/102282963628065112118?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNcDY3Wmt3RRAB,,9 months ago,2020-10-16 03:15:33.001015,4.0,Åshild Telle,3,0,https://www.google.com/maps/contrib/114993467704653125346?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNeC0ySzl3RRAB,,9 months ago,2020-10-16 03:15:39.545949,5.0,Siddharth Kumar Sah,0,0,https://www.google.com/maps/contrib/115177305620294502923?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNcTg2UUNREAE,This place is quiet on the weekday evening although it can be quite full inside. Located 2 bus stops away from the boonkeng mrt. The food was not bad and service was fine as well. A Harry potter / wizardry kind of theme for the fans. They even provide robes for the customers to play around take photos.,9 months ago,2020-10-16 03:15:39.546455,4.0,MengYee,0,0,https://www.google.com/maps/contrib/103963069791508000187?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNbzVIcTV3RRAB,"Excellent service and food! The creativity and thought given to each dish is beyond my expections,  coupled with a reasonable price tag. Portions are generous and the pork ribs is a must try!",9 months ago,2020-10-16 03:15:39.546945,5.0,Kcm,1,0,https://www.google.com/maps/contrib/103440501218982002116?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNNlpHZHVBRRAB,It was a first time visit. We tried the Xmas Menu. The staff were nice and friendly. The mango cake was a surprise complimentary item from the kind people there.,9 months ago,2020-10-16 03:15:39.547433,4.0,Don Lee,0,0,https://www.google.com/maps/contrib/104853853389274624547?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNc2JXN0l3EAE,"Food is nice, portions were big which is great for hungry eaters. The place is not as big as expected, and I guess we are carrying our hopes too high for it to have alot of harry potter decor. It is still a cute little casual restaurant to hang out wif frds",9 months ago,2020-10-16 03:15:39.547976,3.0,HG Q,0,0,https://www.google.com/maps/contrib/112394298070905816210?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNNGVpcWdBRRAB,,9 months ago,2020-10-16 03:15:39.548498,5.0,Titus Efferian,0,0,https://www.google.com/maps/contrib/111544877704884899249?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNb2RxSTd3RRAB,,9 months ago,2020-10-16 03:15:39.549028,4.0,Wang Haidong,0,0,https://www.google.com/maps/contrib/114893167226261286126?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNM3RpZVN3EAE,"Interesting concept and decor, as well as menu names. Lotsa effort put in. Nice plating too! Definitely worth a visit !",9 months ago,2020-10-16 03:15:39.549517,4.0,Jayne Tan,0,0,https://www.google.com/maps/contrib/109960262277752092468?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNcnNib1JBEAE,,9 months ago,2020-10-16 03:15:39.550003,5.0,Rohit Jain,0,0,https://www.google.com/maps/contrib/102456112022400865302?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNcXZHV3ZBRRAB,Interesting outlet and a must to visit for Harry Potter fans.,9 months ago,2020-10-16 03:15:39.550489,5.0,Milan Menon,9,0,https://www.google.com/maps/contrib/114638030276987454282?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURNN1BPY2N3EAE,"Went here for my birthday with my mum. It was an absolute pleasure and the staff were very excited to meet another potter head. The food was wonderful, the aesthetics were amazing. In short, SHIOK LA! I strongly suggest, if you get the chance to, esp if you like finding references around the place.  P.S. The entry for Ministry of Magic was seen but I was too cowardly to try.",9 months ago,2020-10-16 03:15:46.179497,5.0,Pragathi,0,0,https://www.google.com/maps/contrib/111136684484220011953?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNN05DUmp3RRAB,The decor and ambience is decently done and would satisfy the average Harry Potter fan. The standard western menu and efforts to jazz up the items and names are commendable.,9 months ago,2020-10-16 03:15:46.180056,3.0,Iyner Nil,0,0,https://www.google.com/maps/contrib/104948166545254292293?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNekxMZV9RRRAB,,9 months ago,2020-10-16 03:15:46.180600,4.0,Deanna Tan,1,0,https://www.google.com/maps/contrib/109479436663798515843?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURNeU9hbXRBRRAB,,10 months ago,2020-10-16 03:15:46.181155,5.0,Becky Papperitz,0,0,https://www.google.com/maps/contrib/115625069756550853010?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNNcjh5UmtBRRAB,Cool Harry Potter themed restaurant! Food presentation and quality are good too.,10 months ago,2020-10-16 03:15:46.181665,5.0,Melinda Hendarto,0,0,https://www.google.com/maps/contrib/115260040643926663604?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNNMDhIQkR3EAE,,10 months ago,2020-10-16 03:15:46.182170,4.0,Gian Carlo Estorba,1,0,https://www.google.com/maps/contrib/110224910170797132289?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNNamJ5Njd3RRAB,,10 months ago,2020-10-16 03:15:46.182720,4.0,Melisa Endra,0,0,https://www.google.com/maps/contrib/103215258701129731115?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNNbWRXdFZREAE,,10 months ago,2020-10-16 03:15:46.183223,4.0,Bubu Jiak,0,0,https://www.google.com/maps/contrib/102170030180016401155?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNNeWRTSlRREAE,Platform 1094 is an amazing place for a Harry Potter fan. Also food and staff are amazing.,10 months ago,2020-10-16 03:15:46.183953,5.0,Troy Spinks,0,0,https://www.google.com/maps/contrib/106229137007929452771?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNNaWRhRWZnEAE,,10 months ago,2020-10-16 03:15:46.184461,5.0,shiv,2,0,https://www.google.com/maps/contrib/105623712093024799522?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwajh1cXhnRRAB,,10 months ago,2020-10-16 03:15:53.009296,5.0,Yi Jun Tan,0,0,https://www.google.com/maps/contrib/106782717442283027400?hl=en-SG
