,review_title,review_body,bubble_rating,_id
10,Nice decor but food is average,"This is an insta-worthy cafe with all the lovely decors. It is also family friendly. However, I find that the food is average, to my taste. The cake is not bad though.",3,5f8825fc542b2ed695c607cb
11,Lovely little place with a character,"They really put an effort.
A very extensive menu to suits burger and chips lovers,  health conscious, salad and veggie lovers as well as for fussy little people.  
Presentation of food is fantastic. 
I would just like to have choices for salad dressing.",5,5f8825fc542b2ed695c607cc
12,Good place to go with a furkid,"We had to sit outside as we had a puppy with us but the female staff was friendly, and very helpful in turning on the fans.  

They also give complimentary fruit juices in test tubes, while water is served in lab beakers.

We ordered two...lunch specials, comprising chicken burger and aglio olio pasta with deep fried otah.   The burger was a generous portion, and the fries were good.  Unlike mot other places, the buns did not turn out soggy at all, and I loved the two sliced pickles.  Though deep fried, the chicken was not dry.

 The pasta (you have a choice of penne or spaghetti) looked spicy,  but was not.  I liked the deep fried otah, but the aglio olio sauce with minced otah was a tad bland for me.

The sets came with pumpkin soup, which tasted great.  For $2 more each, you can select an artisan tea.More",3,5f8825fc542b2ed695c607cd
13,Quirky little resto serving up great food that tastes as amazing as it looks,"This is an artsy, cozy, quirky little resto serving amazingly delicious food in- yes, laboratory glasswares! Beakers, test tubes in test tube stands, graduated cylinders and the like. Food was equal parts delicious to the eyes and the appetite, what with generous servings coupled with...meticulous plating that’s definitely instagrammable. They also had a kid’s menu that served up fruits and vegetables playfully, my daughter actually ate all the alfalfa bean sprouts, strawberries and grapes with her koala shaped ham and cheese sandwich!  Had pan-seared salmon that was melt-in the mouth flavorful. Chalkboard walls and microscopes are perfect for the ‘gram. Do check them out 😊More",5,5f8825fc542b2ed695c607ce
14,"Food and drinks are ok, the novelty wears off quick","Went a couple of times as i stay quite near, it's interesting for the first couple of times but i wouldn't say there's anything good enough to keep me hooked.",3,5f8825fc542b2ed695c607cf
15,worth it! ,"good portions, reasonable prices, fresh salad for your main dish side too. 
and there is even all day happy hour!
recommended if you'd like to try a restaurant with a healthy menu and interesting concept.",4,5f8825fc542b2ed695c607d0
16,Nice Hi-tea :),"Came on a Sunday & was glad that it was not crowded. Sat down and was immediately served complimentary fruit juices in test tubes. Brought back memories of secondary school days of using these science apparatus in the lab :)

We ordered the Hi-tea set...& were delighted with the plating, that was just visually amazing to look at. The sweet and savoury food items were yummy, and the free flow artesan tea complimented nicely. Would love to be back to try it’s lunch & dinner menu.More",5,5f8825fc542b2ed695c607d1
17,Nice set lunch,"My friends and I visited the cafe at close to 1pm and it was surprisingly not crowded. I love the decor, with cute cushions and toys, chalk drawing on blackboard. It makes you feel like you're in a laboratory. They served us a set of...complimentary drinks containing fruit and vegetable juices, served in little test tubes. We ordered the tomato based seafood pasta (available in spaghetti or penne) and pan fried fish with grilled vegetables. The mains came with salad of rockets, beet and fruits, which was light and refreshing. The mains were quite delicious too, but nothing to rave about: some fish, 2 shrimp and 3 pieces of fried calamari. The meatballs with cheese were a little disappointing: tasted like microwaved beef balls. Even Swensens served better meatballs. The mushroom soup was so so only. The artisan teas were good, and only cost $2 with the set lunch. We also had the chocolate cake and lychee mousse cake which were outstanding!More",4,5f8825fc542b2ed695c607d2
18,Excellent choice,"Was drawn to this place as the outside seating area is pet friendly. 

Welcomed with complimentary drinks in test tubes... brought back memories of school days in the lab. Fruit flavoured water was served in beakers. 

Menu had a number of healthier choice dishes which...was really great!  Service was friendly and food served faster than expected. 

Soft shell crab spaghetti, fish and chips as well as the Caesar chicken salad were all great. 

The chendol coffee was an interesting choice. It had grass jelly, chendol and strawberry syrup. Hubby had it without the syrup and said it was good. 

Even the rainbow cake to end off the meal was lovely. 

Will definitely be back!More",4,5f8825fc542b2ed695c607d3
19,"Impeccable service, fun theme, and fantastic food!","We came for brunch, soups were fantastic, zucchini cooked perfectly and the messy breakfast was a great portion with fluffy flavorful eggs and beautifully charred tomatoes and veggies. The lab theme is very fun, all drinks served in beakers or erlenmeyer flasks, complementary juice tasting...in test tubes! Their service was incredibly efficient and friendly, our lemon/orange/honeydew flavored water beakers were never empty. To top it off, best standalone espresso I've had in Singapore! I cannot recommend this stop enough!More",5,5f8825fc542b2ed695c607d4
20,Yummy brunch menu,"Nice place for brunch, good food and unique ambience, prices slightly steep but nonetheless still pretty good!! Def worth a travel there if you havent been there! love the concept of experiments and flask/test tubes used as cups.",4,5f8825fe542b2ed695c607d5
21,Nice Cafe but there are better choices,"The food was over priced but it wasn't outstanding. The concept was good, they had nice props on the table. Love the brunch pancakes though.",3,5f8825fe542b2ed695c607d6
22,"Good Service, Tasty Food","A small restaurant in the East. Pretty and cute decoration with lots of families bringing their young children to dine there. Sometimes, it can be a little noisy when the kids start shouting and banging the toys provided by the restaurant. Hence, it is DEFINITELY...More",4,5f8825fe542b2ed695c607d7
23,Brunch ,Easy to locate as was staying around the area. Food was a bit pricey but quality of the food was there. Interior design of the cafe is colourful which brings out the cheerful vibe which makes a person happy when dine in there.,5,5f8825fe542b2ed695c607d8
24,"Nice cafe (ambience), average food","Food was average. For instaworthy photos, be sure to order their drinks. Service was good, friendly staff :)",3,5f8825fe542b2ed695c607d9
25,Okay reasonable choice ,"At this area, nothing much attracts me but FFL. Though overpriced and standard average taste, I must compliment the effort they put in for the presentation! 

The only thing lacking is the absence of customer service. As I could see most of the server are...More",4,5f8825fe542b2ed695c607da
26,Weekday lunch,"Servers were friendly and helpful. Food was average, a little overpriced in my opinion. Their menu for drinks are interesting and tastes better than the food.",3,5f8825fe542b2ed695c607db
27,Good brunch ,Headed down to FFL for a Sunday brunch with my fam bam and the food was pretty good! The top dishes were the messy breakfast (truffle scramble was to die for) and my eggs florentine (the eggs were cooked to perfection). I loved how I...More,4,5f8825fe542b2ed695c607dc
28,Steak Burger best here 👍🏽,"The closest place only 2mins walk from my bf place. We always visit here while I'm in town. Our fav is Steak Burger. And must try their Rainbow Cake, best one! 
My only suggestion is FFL need to make innovation their menu.",5,5f8825fe542b2ed695c607dd
29,Interesting deco 😊,"I have heard about Fresh Fruits Lab pretty long ago and I finally got a chance to try it! I love their food! There's quality and quantity, the presentation of the dishes are nice too. I love cafes with interesting deck and displays. Over here,...More",4,5f8825fe542b2ed695c607de
30,Yummy brunch menu,"Nice place for brunch, good food and unique ambience, prices slightly steep but nonetheless still pretty good!! Def worth a travel there if you havent been there! love the concept of experiments and flask/test tubes used as cups.",4,5f882600542b2ed695c607df
31,Nice Cafe but there are better choices,"The food was over priced but it wasn't outstanding. The concept was good, they had nice props on the table. Love the brunch pancakes though.",3,5f882600542b2ed695c607e0
32,"Good Service, Tasty Food","A small restaurant in the East. Pretty and cute decoration with lots of families bringing their young children to dine there. Sometimes, it can be a little noisy when the kids start shouting and banging the toys provided by the restaurant. Hence, it is DEFINITELY...More",4,5f882600542b2ed695c607e1
33,Brunch ,Easy to locate as was staying around the area. Food was a bit pricey but quality of the food was there. Interior design of the cafe is colourful which brings out the cheerful vibe which makes a person happy when dine in there.,5,5f882600542b2ed695c607e2
34,"Nice cafe (ambience), average food","Food was average. For instaworthy photos, be sure to order their drinks. Service was good, friendly staff :)",3,5f882600542b2ed695c607e3
35,Okay reasonable choice ,"At this area, nothing much attracts me but FFL. Though overpriced and standard average taste, I must compliment the effort they put in for the presentation! 

The only thing lacking is the absence of customer service. As I could see most of the server are...More",4,5f882600542b2ed695c607e4
36,Weekday lunch,"Servers were friendly and helpful. Food was average, a little overpriced in my opinion. Their menu for drinks are interesting and tastes better than the food.",3,5f882600542b2ed695c607e5
37,Good brunch ,Headed down to FFL for a Sunday brunch with my fam bam and the food was pretty good! The top dishes were the messy breakfast (truffle scramble was to die for) and my eggs florentine (the eggs were cooked to perfection). I loved how I...More,4,5f882600542b2ed695c607e6
38,Steak Burger best here 👍🏽,"The closest place only 2mins walk from my bf place. We always visit here while I'm in town. Our fav is Steak Burger. And must try their Rainbow Cake, best one! 
My only suggestion is FFL need to make innovation their menu.",5,5f882600542b2ed695c607e7
39,Interesting deco 😊,"I have heard about Fresh Fruits Lab pretty long ago and I finally got a chance to try it! I love their food! There's quality and quantity, the presentation of the dishes are nice too. I love cafes with interesting deck and displays. Over here,...More",4,5f882600542b2ed695c607e8
40,New Year Brunch,Went for our New Year Day's Brunch. Their dishes are delicious and prices are ok. Service is good. I will definitely go again,4,5f882602542b2ed695c607e9
41,Delightful little morsels ,"We came here for the very reasonably priced High Tea ($38 for 2).
The attached photos attest to the interesting and beautiful presentation. I recommend you try this unique, lite-bite, experience.",5,5f882602542b2ed695c607ea
42,Fun and unique concept! ,Have heard much of this place but just had to try it. Complimentary juice in test tubes and water in beakers were much appreciated. Friend enjoyed your Pan Oriental very much and my The Club burger was not bad! Rainbow soda was really interesting as...More,5,5f882602542b2ed695c607eb
43,Accidental Find Turn Out to be Good,"Generally the quality of food here is above average and will definitely come back again.
I have tried their Chicken Wings, Breakfast selections and Pasta, all pretty amazing.

Price wise not too expensive and not cheap either.

If you don't know where to eat, this...More",4,5f882602542b2ed695c607ec
44,"Nice brunch, definitely going back","Small place, nice friendly ambience, good service. Eggs Benedict and pancakes were very good. Fresh fruit juice blends really good. Whole family enjoyed it, we'll go back again.",4,5f882602542b2ed695c607ed
45,Nice cafe in the east,A nice cafe tucked at a corner of the shop house along Changi Road. The staff welcomes you with sample of cold pressed fruit juice. The set lunch is only at $12.90+ which include Thai salad n a choice of main choice. Had the soft...More,4,5f882603542b2ed695c607ee
46,Da bomb burger!!,"Let me just get straight into it. Get ""Da bomb burger"" because it actually was the bomb! It was a bit messy to eat because the patty was so fat! (Not complaining) it was cooked to perfection, not dry! Also we got the steak it...More",4,5f882603542b2ed695c607ef
47,Rainbow cake craze at East Coast ,Came here after dinner to have cake and tea.  Great ambiance and it was not crowded. The red velvet cake came out as the better choice than rainbow cake.we also tried the green paradise tea. Love the fact that we can request for hot water...More,4,5f882603542b2ed695c607f0
48,Best brunch in singapore ,This is a pleasant modern cafe with an interesting science theme. We were greeted by friendly  staff and given some free taster test tubes of juice. Which were delicious. We ordered hot coffee and  iced coffee which was good quality . There is a good...More,5,5f882603542b2ed695c607f1
49,Great family restaurant ,"Loved the food & good service. Unique deco on table top. Cushions kept dropping off chairs.

My pancake was a tad bitter due to burnt portions on 2 of the pancakes.",4,5f882603542b2ed695c607f2
50,New Year Brunch,Went for our New Year Day's Brunch. Their dishes are delicious and prices are ok. Service is good. I will definitely go again,4,5f882605542b2ed695c607f3
51,Delightful little morsels ,"We came here for the very reasonably priced High Tea ($38 for 2).
The attached photos attest to the interesting and beautiful presentation. I recommend you try this unique, lite-bite, experience.",5,5f882605542b2ed695c607f4
52,Fun and unique concept! ,Have heard much of this place but just had to try it. Complimentary juice in test tubes and water in beakers were much appreciated. Friend enjoyed your Pan Oriental very much and my The Club burger was not bad! Rainbow soda was really interesting as...More,5,5f882605542b2ed695c607f5
53,Accidental Find Turn Out to be Good,"Generally the quality of food here is above average and will definitely come back again.
I have tried their Chicken Wings, Breakfast selections and Pasta, all pretty amazing.

Price wise not too expensive and not cheap either.

If you don't know where to eat, this...More",4,5f882606542b2ed695c607f6
54,"Nice brunch, definitely going back","Small place, nice friendly ambience, good service. Eggs Benedict and pancakes were very good. Fresh fruit juice blends really good. Whole family enjoyed it, we'll go back again.",4,5f882606542b2ed695c607f7
55,Nice cafe in the east,A nice cafe tucked at a corner of the shop house along Changi Road. The staff welcomes you with sample of cold pressed fruit juice. The set lunch is only at $12.90+ which include Thai salad n a choice of main choice. Had the soft...More,4,5f882606542b2ed695c607f8
56,Da bomb burger!!,"Let me just get straight into it. Get ""Da bomb burger"" because it actually was the bomb! It was a bit messy to eat because the patty was so fat! (Not complaining) it was cooked to perfection, not dry! Also we got the steak it...More",4,5f882606542b2ed695c607f9
57,Rainbow cake craze at East Coast ,Came here after dinner to have cake and tea.  Great ambiance and it was not crowded. The red velvet cake came out as the better choice than rainbow cake.we also tried the green paradise tea. Love the fact that we can request for hot water...More,4,5f882606542b2ed695c607fa
58,Best brunch in singapore ,This is a pleasant modern cafe with an interesting science theme. We were greeted by friendly  staff and given some free taster test tubes of juice. Which were delicious. We ordered hot coffee and  iced coffee which was good quality . There is a good...More,5,5f882606542b2ed695c607fb
59,Great family restaurant ,"Loved the food & good service. Unique deco on table top. Cushions kept dropping off chairs.

My pancake was a tad bitter due to burnt portions on 2 of the pancakes.",4,5f882606542b2ed695c607fc
60,Good food and cosy atmosphere,The concept of fresh fruit lab is different from others because they put the juices into test tubes and they give u for free for every table. Food is reasonably priced and quite yummy. Good for family or friends gathering,5,5f882608542b2ed695c607fd
61,Science lab,"This funky cafe serves drinks in beakers 
We ordered the afternoon tea 
The food came on a bunsun burner and the juices were in a test tube 
The desserts were laid out on a rectangle plate 
Tea was served in a lab beaker 
We also...More",5,5f882608542b2ed695c607fe
62,Scientific Hi-Tea,I read about this place on a blog and decided to try their hi-tea. It was quite far from our hotel (25 mins from Orchard road) but totally worth it. The drinks in the beaker and test tube were quite cool and different. The platter...More,4,5f882608542b2ed695c607ff
63,Great food and nice ambience.,"Food was great. Nice ambience and atmosphere. Nice place to have a weekend brunch.

They missed out on one of our orders but was kind enough to offer us a complementary cake.

Overall a pleasant experience.",4,5f882608542b2ed695c60800
64,Interesting Fruit-Themed Cafe,"A fruit themed cafe with a nice ambience.  Welcoming gesture to provide complimentary test tube fruit juice for patrons.
Ordered cappuccino and calamansi tart. Cappuccino was beyond expectations.  It had body and robust flavour with hint of mocha. I guessed it was the cafe's custom...More",3,5f882608542b2ed695c60801
65,cool cafe to chill that serves sumptuous food and desserts,"Nice place to chill in the East area with a unique concept, where the apparatus used reminds us of our schooling days back in the lab. It serves nice western food and desserts as well, with free taster drinks served in test tubes as appetizers...More",4,5f882608542b2ed695c60802
66,Worth Checking Out,"I had an early dinner here and ordered a German Riesling. Although the wine was not too expensive, the selection was limited to Shiraz or Riesling. I chose the latter to go with my Prawn Aglio Olio. Let's just say I've tasted better pasta. A...More",4,5f882608542b2ed695c60803
67,yummy,"Just love it, it's just super tasty, and very friendly. The science lab concept is very appealing:) will return!",5,5f882608542b2ed695c60804
68,original and sassy,love the place. Laboratory concept. They serve you samples of juices in test tubes for you to try. They were refreshing. Had the mushroom soup and my friend had the burger. Today he had a club burger. Loved it again. Will be heading there often....More,5,5f882608542b2ed695c60805
69,Cool cafe - will definitely come again,"Tried FFL for a family lunch & wasn't disappointed. Really funky place, with a science lab meets retro eclectic theme. Whilst the name suggests a focus on fruit, the menu encompasses far more. The Blackstone & Messy Breakfast were excellent and very reasonably priced. Highly...More",5,5f882608542b2ed695c60806
70,Good food and cosy atmosphere,The concept of fresh fruit lab is different from others because they put the juices into test tubes and they give u for free for every table. Food is reasonably priced and quite yummy. Good for family or friends gathering,5,5f88260a542b2ed695c60807
71,Science lab,"This funky cafe serves drinks in beakers 
We ordered the afternoon tea 
The food came on a bunsun burner and the juices were in a test tube 
The desserts were laid out on a rectangle plate 
Tea was served in a lab beaker 
We also...More",5,5f88260a542b2ed695c60808
72,Scientific Hi-Tea,I read about this place on a blog and decided to try their hi-tea. It was quite far from our hotel (25 mins from Orchard road) but totally worth it. The drinks in the beaker and test tube were quite cool and different. The platter...More,4,5f88260a542b2ed695c60809
73,Great food and nice ambience.,"Food was great. Nice ambience and atmosphere. Nice place to have a weekend brunch.

They missed out on one of our orders but was kind enough to offer us a complementary cake.

Overall a pleasant experience.",4,5f88260a542b2ed695c6080a
74,Interesting Fruit-Themed Cafe,"A fruit themed cafe with a nice ambience.  Welcoming gesture to provide complimentary test tube fruit juice for patrons.
Ordered cappuccino and calamansi tart. Cappuccino was beyond expectations.  It had body and robust flavour with hint of mocha. I guessed it was the cafe's custom...More",3,5f88260a542b2ed695c6080b
75,cool cafe to chill that serves sumptuous food and desserts,"Nice place to chill in the East area with a unique concept, where the apparatus used reminds us of our schooling days back in the lab. It serves nice western food and desserts as well, with free taster drinks served in test tubes as appetizers...More",4,5f88260a542b2ed695c6080c
76,Worth Checking Out,"I had an early dinner here and ordered a German Riesling. Although the wine was not too expensive, the selection was limited to Shiraz or Riesling. I chose the latter to go with my Prawn Aglio Olio. Let's just say I've tasted better pasta. A...More",4,5f88260a542b2ed695c6080d
77,yummy,"Just love it, it's just super tasty, and very friendly. The science lab concept is very appealing:) will return!",5,5f88260b542b2ed695c6080e
78,original and sassy,love the place. Laboratory concept. They serve you samples of juices in test tubes for you to try. They were refreshing. Had the mushroom soup and my friend had the burger. Today he had a club burger. Loved it again. Will be heading there often....More,5,5f88260b542b2ed695c6080f
79,Cool cafe - will definitely come again,"Tried FFL for a family lunch & wasn't disappointed. Really funky place, with a science lab meets retro eclectic theme. Whilst the name suggests a focus on fruit, the menu encompasses far more. The Blackstone & Messy Breakfast were excellent and very reasonably priced. Highly...More",5,5f88260b542b2ed695c60810
80,Awesome place for brunch,The messy breakfast is a must try. And happy hour one-for-one is an additional point. The staff is very friendly and helpful. My friends and I love that place,5,5f88260d542b2ed695c60811
81,Chef had a day off!,"I live in Kembangan area and it is about the time I tried this unique place. So me and Wife headed for this restaurant on weekday evening evening. Following is my review based on all angle of experience:

Ambience
Unique as most traveler commented that...More",3,5f88260d542b2ed695c60812
82,Interesting concept and design,"Went there for brunch on a weekday and they provided a set lunch menu. The Cafe provided complementary ""drinks"" in a test tube which was relevant to their concept. The entire design of the cafe is laboratory inspired, even the drinking glasses to the utensils...More",4,5f88260d542b2ed695c60813
83,Quirky but not authentic,"First time visited. It was down pour outside. Indoor seating was full. Fortunately after 3 mins we got seats. Service was great that notice us was soak in the rain and offer us a seat where not that cool.
Ordered 2 sets of hi-tea. It...More",4,5f88260d542b2ed695c60814
84,Lovely brunch place !,"This is such a lovely place to walk into for brunch on a Sunday morning. Loved the decor and their drinks being served in test tubes and beakers. The food was amazing and quite value for money. We ordered eggs florentine, Blackstone, orange juice and...More",4,5f88260d542b2ed695c60815
85,A Must Visit in the Area!,"This is a place i keep going back for brunch. 
I love the service and the breakfast served there. The cold press juices are great companions to the breakfast. 
Went there for dinner once and i loved it too, portions are huge and it tastes...More",5,5f88260d542b2ed695c60816
86,Cute Afternoon Tea Set,"Midweek enjoyment with hubby at FFL. They serve cute theme afternoon tea set (min 2 pax order) @ $19/pax. Service was awesome and service staff as friendly.  What impress me was, when i make a reservation earlier of the day, all their indoor seats were...More",5,5f88260d542b2ed695c60817
87,nice place to go,"if u go there, u must try the red velvet cake(4 cream cheese lovers) it is freaking awesome....The food there is awesome especially the burgers there!!!!",5,5f88260e542b2ed695c60818
88,Worth the search.,"So I decided to go public and it was a 10 minutes, or less walk (cause me and a friend stopped for photos along streets and alleys) to the cafe from Kembangan MRT. Very intrigued by the minimalistic interior and the staffs were very pleasant....More",5,5f88260e542b2ed695c60819
89,Cool ambience yummy food,"We stumbled upon this place whilst walking along changi road looking for somewhere to dine for dinner. Decided to step into fresh fruits lab because of the eclectic decor - cutesey chalk drawings in the background, colourful flowers sticking out of cone shaped glass beakers...More",4,5f88260e542b2ed695c6081a
90,Awesome place for brunch,The messy breakfast is a must try. And happy hour one-for-one is an additional point. The staff is very friendly and helpful. My friends and I love that place,5,5f88260f542b2ed695c6081b
91,Chef had a day off!,"I live in Kembangan area and it is about the time I tried this unique place. So me and Wife headed for this restaurant on weekday evening evening. Following is my review based on all angle of experience:

Ambience
Unique as most traveler commented that...More",3,5f88260f542b2ed695c6081c
92,Interesting concept and design,"Went there for brunch on a weekday and they provided a set lunch menu. The Cafe provided complementary ""drinks"" in a test tube which was relevant to their concept. The entire design of the cafe is laboratory inspired, even the drinking glasses to the utensils...More",4,5f88260f542b2ed695c6081d
93,Quirky but not authentic,"First time visited. It was down pour outside. Indoor seating was full. Fortunately after 3 mins we got seats. Service was great that notice us was soak in the rain and offer us a seat where not that cool.
Ordered 2 sets of hi-tea. It...More",4,5f88260f542b2ed695c6081e
94,Lovely brunch place !,"This is such a lovely place to walk into for brunch on a Sunday morning. Loved the decor and their drinks being served in test tubes and beakers. The food was amazing and quite value for money. We ordered eggs florentine, Blackstone, orange juice and...More",4,5f88260f542b2ed695c6081f
95,A Must Visit in the Area!,"This is a place i keep going back for brunch. 
I love the service and the breakfast served there. The cold press juices are great companions to the breakfast. 
Went there for dinner once and i loved it too, portions are huge and it tastes...More",5,5f88260f542b2ed695c60820
96,Cute Afternoon Tea Set,"Midweek enjoyment with hubby at FFL. They serve cute theme afternoon tea set (min 2 pax order) @ $19/pax. Service was awesome and service staff as friendly.  What impress me was, when i make a reservation earlier of the day, all their indoor seats were...More",5,5f88260f542b2ed695c60821
97,nice place to go,"if u go there, u must try the red velvet cake(4 cream cheese lovers) it is freaking awesome....The food there is awesome especially the burgers there!!!!",5,5f88260f542b2ed695c60822
98,Worth the search.,"So I decided to go public and it was a 10 minutes, or less walk (cause me and a friend stopped for photos along streets and alleys) to the cafe from Kembangan MRT. Very intrigued by the minimalistic interior and the staffs were very pleasant....More",5,5f88260f542b2ed695c60823
99,Cool ambience yummy food,"We stumbled upon this place whilst walking along changi road looking for somewhere to dine for dinner. Decided to step into fresh fruits lab because of the eclectic decor - cutesey chalk drawings in the background, colourful flowers sticking out of cone shaped glass beakers...More",4,5f88260f542b2ed695c60824
100,Restaurant with a Science Laboratory Theme,"I came across this restaurant when I was driving down Changi Road, and visited them on a recent Saturday morning, when I was looking for a place for brunch.

If you are looking for a restaurant that combines an eatery and a laboratory, this is...More",4,5f882612542b2ed695c60825
101,Restaurant with a Science Laboratory Theme,"I came across this restaurant when I was driving down Changi Road, and visited them on a recent Saturday morning, when I was looking for a place for brunch.

If you are looking for a restaurant that combines an eatery and a laboratory, this is...More",4,5f882614542b2ed695c60826
